date,valeur,mot_cle
2024-06-01,38,deep learning
2024-07-01,32,deep learning
2024-08-01,27,deep learning
2024-09-01,33,deep learning
2024-10-01,39,deep learning
2024-11-01,39,deep learning
2024-12-01,32,deep learning
2025-01-01,38,deep learning
2025-02-01,45,deep learning
2025-03-01,41,deep learning
2025-04-01,36,deep learning
2025-05-01,32,deep learning
2025-06-01,39,deep learning
2025-07-01,32,deep learning
2025-08-01,25,deep learning
2025-09-01,32,deep learning
2025-10-01,37,deep learning
2025-11-01,89,deep learning
2025-12-01,100,deep learning
2020-01-01,19,gpu
2020-02-01,18,gpu
2020-03-01,19,gpu
2020-04-01,24,gpu
2020-05-01,23,gpu
2020-06-01,20,gpu
2020-07-01,19,gpu
2020-08-01,19,gpu
2020-09-01,24,gpu
2020-10-01,20,gpu
2020-11-01,27,gpu
2020-12-01,26,gpu
2021-01-01,27,gpu
2021-02-01,27,gpu
2021-03-01,24,gpu
2021-04-01,24,gpu
2021-05-01,21,gpu
2021-06-01,20,gpu
2021-07-01,19,gpu
2021-08-01,20,gpu
2021-09-01,22,gpu
2021-10-01,24,gpu
2021-11-01,25,gpu
2021-12-01,25,gpu
2022-01-01,34,gpu
2022-02-01,32,gpu
2022-03-01,29,gpu
2022-04-01,28,gpu
2022-05-01,26,gpu
2022-06-01,27,gpu
2022-07-01,25,gpu
2022-08-01,26,gpu
2022-09-01,26,gpu
2022-10-01,30,gpu
2022-11-01,32,gpu
2022-12-01,32,gpu
2023-01-01,31,gpu
2023-02-01,35,gpu
2023-03-01,29,gpu
2023-04-01,30,gpu
2023-05-01,28,gpu
2023-06-01,30,gpu
2023-07-01,30,gpu
2023-08-01,31,gpu
2023-09-01,32,gpu
2023-10-01,32,gpu
2023-11-01,33,gpu
2023-12-01,37,gpu
2024-01-01,35,gpu
2024-02-01,39,gpu
2024-03-01,37,gpu
2024-04-01,34,gpu
2024-05-01,34,gpu
2024-06-01,35,gpu
2024-07-01,32,gpu
2024-08-01,35,gpu
2024-09-01,36,gpu
2024-10-01,37,gpu
2024-11-01,39,gpu
2024-12-01,43,gpu
2025-01-01,47,gpu
2025-02-01,48,gpu
2025-03-01,45,gpu
2025-04-01,40,gpu
2025-05-01,42,gpu
2025-06-01,40,gpu
2025-07-01,37,gpu
2025-08-01,43,gpu
2025-09-01,41,gpu
2025-10-01,41,gpu
2025-11-01,98,gpu
2025-12-01,100,gpu
2020-01-01,4,ia
2020-02-01,4,ia
2020-03-01,6,ia
2020-04-01,5,ia
2020-05-01,5,ia
2020-06-01,5,ia
2020-07-01,3,ia
2020-08-01,3,ia
2020-09-01,4,ia
2020-10-01,4,ia
2020-11-01,4,ia
2020-12-01,3,ia
2021-01-01,4,ia
2021-02-01,4,ia
2021-03-01,4,ia
2021-04-01,4,ia
2021-05-01,4,ia
2021-06-01,4,ia
2021-07-01,3,ia
2021-08-01,3,ia
2021-09-01,4,ia
2021-10-01,4,ia
2021-11-01,4,ia
2021-12-01,4,ia
2022-01-01,5,ia
2022-02-01,4,ia
2022-03-01,5,ia
2022-04-01,4,ia
2022-05-01,5,ia
2022-06-01,6,ia
2022-07-01,4,ia
2022-08-01,4,ia
2022-09-01,6,ia
2022-10-01,6,ia
2022-11-01,7,ia
2022-12-01,12,ia
2023-01-01,16,ia
2023-02-01,14,ia
2023-03-01,17,ia
2023-04-01,20,ia
2023-05-01,22,ia
2023-06-01,20,ia
2023-07-01,17,ia
2023-08-01,18,ia
2023-09-01,23,ia
2023-10-01,28,ia
2023-11-01,30,ia
2023-12-01,34,ia
2024-01-01,32,ia
2024-02-01,37,ia
2024-03-01,39,ia
2024-04-01,40,ia
2024-05-01,40,ia
2024-06-01,38,ia
2024-07-01,32,ia
2024-08-01,34,ia
2024-09-01,46,ia
2024-10-01,54,ia
2024-11-01,58,ia
2024-12-01,61,ia
2025-01-01,74,ia
2025-02-01,100,ia
2025-03-01,80,ia
2025-04-01,85,ia
2025-05-01,76,ia
2025-06-01,72,ia
2025-07-01,58,ia
2025-08-01,55,ia
2025-09-01,71,ia
2025-10-01,83,ia
2025-11-01,89,ia
2025-12-01,88,ia
2020-01-01,14,intelligence artificielle
2020-02-01,14,intelligence artificielle
2020-03-01,12,intelligence artificielle
2020-04-01,13,intelligence artificielle
2020-05-01,11,intelligence artificielle
2020-06-01,9,intelligence artificielle
2020-07-01,7,intelligence artificielle
2020-08-01,7,intelligence artificielle
2020-09-01,11,intelligence artificielle
2020-10-01,12,intelligence artificielle
2020-11-01,14,intelligence artificielle
2020-12-01,12,intelligence artificielle
2021-01-01,13,intelligence artificielle
2021-02-01,12,intelligence artificielle
2021-03-01,14,intelligence artificielle
2021-04-01,11,intelligence artificielle
2021-05-01,12,intelligence artificielle
2021-06-01,10,intelligence artificielle
2021-07-01,6,intelligence artificielle
2021-08-01,7,intelligence artificielle
2021-09-01,10,intelligence artificielle
2021-10-01,13,intelligence artificielle
2021-11-01,13,intelligence artificielle
2021-12-01,13,intelligence artificielle
2022-01-01,17,intelligence artificielle
2022-02-01,15,intelligence artificielle
2022-03-01,18,intelligence artificielle
2022-04-01,16,intelligence artificielle
2022-05-01,14,intelligence artificielle
2022-06-01,12,intelligence artificielle
2022-07-01,9,intelligence artificielle
2022-08-01,9,intelligence artificielle
2022-09-01,13,intelligence artificielle
2022-10-01,14,intelligence artificielle
2022-11-01,17,intelligence artificielle
2022-12-01,23,intelligence artificielle
2023-01-01,44,intelligence artificielle
2023-02-01,36,intelligence artificielle
2023-03-01,42,intelligence artificielle
2023-04-01,53,intelligence artificielle
2023-05-01,48,intelligence artificielle
2023-06-01,37,intelligence artificielle
2023-07-01,22,intelligence artificielle
2023-08-01,22,intelligence artificielle
2023-09-01,32,intelligence artificielle
2023-10-01,31,intelligence artificielle
2023-11-01,40,intelligence artificielle
2023-12-01,39,intelligence artificielle
2024-01-01,40,intelligence artificielle
2024-02-01,40,intelligence artificielle
2024-03-01,38,intelligence artificielle
2024-04-01,34,intelligence artificielle
2024-05-01,36,intelligence artificielle
2024-06-01,31,intelligence artificielle
2024-07-01,25,intelligence artificielle
2024-08-01,23,intelligence artificielle
2024-09-01,30,intelligence artificielle
2024-10-01,36,intelligence artificielle
2024-11-01,39,intelligence artificielle
2024-12-01,40,intelligence artificielle
2025-01-01,58,intelligence artificielle
2025-02-01,100,intelligence artificielle
2025-03-01,69,intelligence artificielle
2025-04-01,59,intelligence artificielle
2025-05-01,34,intelligence artificielle
2025-06-01,35,intelligence artificielle
2025-07-01,29,intelligence artificielle
2025-08-01,25,intelligence artificielle
2025-09-01,34,intelligence artificielle
2025-10-01,33,intelligence artificielle
2025-11-01,36,intelligence artificielle
2025-12-01,32,intelligence artificielle
2020-01-01,35,machine learning
2020-02-01,37,machine learning
2020-03-01,32,machine learning
2020-04-01,35,machine learning
2020-05-01,34,machine learning
2020-06-01,35,machine learning
2020-07-01,30,machine learning
2020-08-01,27,machine learning
2020-09-01,35,machine learning
2020-10-01,32,machine learning
2020-11-01,31,machine learning
2020-12-01,29,machine learning
2021-01-01,34,machine learning
2021-02-01,34,machine learning
2021-03-01,36,machine learning
2021-04-01,31,machine learning
2021-05-01,29,machine learning
2021-06-01,28,machine learning
2021-07-01,23,machine learning
2021-08-01,19,machine learning
2021-09-01,28,machine learning
2021-10-01,31,machine learning
2021-11-01,36,machine learning
2021-12-01,31,machine learning
2022-01-01,40,machine learning
2022-02-01,46,machine learning
2022-03-01,50,machine learning
2022-04-01,45,machine learning
2022-05-01,45,machine learning
2022-06-01,43,machine learning
2022-07-01,34,machine learning
2022-08-01,30,machine learning
2022-09-01,38,machine learning
2022-10-01,44,machine learning
2022-11-01,44,machine learning
2022-12-01,36,machine learning
2023-01-01,46,machine learning
2023-02-01,43,machine learning
2023-03-01,43,machine learning
2023-04-01,41,machine learning
2023-05-01,39,machine learning
2023-06-01,39,machine learning
2023-07-01,32,machine learning
2023-08-01,29,machine learning
2023-09-01,36,machine learning
2023-10-01,40,machine learning
2023-11-01,42,machine learning
2023-12-01,34,machine learning
2024-01-01,40,machine learning
2024-02-01,50,machine learning
2024-03-01,45,machine learning
2024-04-01,42,machine learning
2024-05-01,38,machine learning
2024-06-01,42,machine learning
2024-07-01,36,machine learning
2024-08-01,28,machine learning
2024-09-01,37,machine learning
2024-10-01,46,machine learning
2024-11-01,41,machine learning
2024-12-01,36,machine learning
2025-01-01,43,machine learning
2025-02-01,47,machine learning
2025-03-01,43,machine learning
2025-04-01,37,machine learning
2025-05-01,33,machine learning
2025-06-01,44,machine learning
2025-07-01,36,machine learning
2025-08-01,30,machine learning
2025-09-01,35,machine learning
2025-10-01,38,machine learning
2025-11-01,97,machine learning
2025-12-01,100,machine learning
2020-01-01,0,metaverse
2020-02-01,0,metaverse
2020-03-01,0,metaverse
2020-04-01,0,metaverse
2020-05-01,0,metaverse
2020-06-01,0,metaverse
2020-07-01,0,metaverse
2020-08-01,0,metaverse
2020-09-01,0,metaverse
2020-10-01,0,metaverse
2020-11-01,0,metaverse
2020-12-01,0,metaverse
2021-01-01,0,metaverse
2021-02-01,0,metaverse
2021-03-01,0,metaverse
2021-04-01,1,metaverse
2021-05-01,1,metaverse
2021-06-01,0,metaverse
2021-07-01,2,metaverse
2021-08-01,4,metaverse
2021-09-01,5,metaverse
2021-10-01,41,metaverse
2021-11-01,67,metaverse
2021-12-01,68,metaverse
2022-01-01,100,metaverse
2022-02-01,86,metaverse
2022-03-01,64,metaverse
2022-04-01,51,metaverse
2022-05-01,38,metaverse
2022-06-01,38,metaverse
2022-07-01,29,metaverse
2022-08-01,26,metaverse
2022-09-01,37,metaverse
2022-10-01,41,metaverse
2022-11-01,41,metaverse
2022-12-01,27,metaverse
2023-01-01,28,metaverse
2023-02-01,26,metaverse
2023-03-01,22,metaverse
2023-04-01,18,metaverse
2023-05-01,13,metaverse
2023-06-01,11,metaverse
2023-07-01,11,metaverse
2023-08-01,7,metaverse
2023-09-01,10,metaverse
2023-10-01,13,metaverse
2023-11-01,11,metaverse
2023-12-01,7,metaverse
2024-01-01,7,metaverse
2024-02-01,8,metaverse
2024-03-01,7,metaverse
2024-04-01,6,metaverse
2024-05-01,5,metaverse
2024-06-01,5,metaverse
2024-07-01,4,metaverse
2024-08-01,3,metaverse
2024-09-01,4,metaverse
2024-10-01,5,metaverse
2024-11-01,4,metaverse
2024-12-01,4,metaverse
2025-01-01,4,metaverse
2025-02-01,4,metaverse
2025-03-01,3,metaverse
2025-04-01,3,metaverse
2025-05-01,3,metaverse
2025-06-01,3,metaverse
2025-07-01,3,metaverse
2025-08-01,2,metaverse
2025-09-01,3,metaverse
2025-10-01,3,metaverse
2025-11-01,4,metaverse
2025-12-01,6,metaverse
2020-01-01,22,nvidia
2020-02-01,23,nvidia
2020-03-01,25,nvidia
2020-04-01,28,nvidia
2020-05-01,26,nvidia
2020-06-01,24,nvidia
2020-07-01,23,nvidia
2020-08-01,25,nvidia
2020-09-01,41,nvidia
2020-10-01,27,nvidia
2020-11-01,29,nvidia
2020-12-01,35,nvidia
2021-01-01,29,nvidia
2021-02-01,27,nvidia
2021-03-01,25,nvidia
2021-04-01,25,nvidia
2021-05-01,21,nvidia
2021-06-01,23,nvidia
2021-07-01,21,nvidia
2021-08-01,19,nvidia
2021-09-01,20,nvidia
2021-10-01,21,nvidia
2021-11-01,26,nvidia
2021-12-01,29,nvidia
2022-01-01,36,nvidia
2022-02-01,33,nvidia
2022-03-01,30,nvidia
2022-04-01,27,nvidia
2022-05-01,25,nvidia
2022-06-01,23,nvidia
2022-07-01,23,nvidia
2022-08-01,24,nvidia
2022-09-01,26,nvidia
2022-10-01,28,nvidia
2022-11-01,30,nvidia
2022-12-01,28,nvidia
2023-01-01,28,nvidia
2023-02-01,28,nvidia
2023-03-01,25,nvidia
2023-04-01,23,nvidia
2023-05-01,25,nvidia
2023-06-01,25,nvidia
2023-07-01,23,nvidia
2023-08-01,29,nvidia
2023-09-01,26,nvidia
2023-10-01,26,nvidia
2023-11-01,31,nvidia
2023-12-01,27,nvidia
2024-01-01,31,nvidia
2024-02-01,51,nvidia
2024-03-01,47,nvidia
2024-04-01,34,nvidia
2024-05-01,39,nvidia
2024-06-01,52,nvidia
2024-07-01,39,nvidia
2024-08-01,50,nvidia
2024-09-01,43,nvidia
2024-10-01,43,nvidia
2024-11-01,55,nvidia
2024-12-01,47,nvidia
2025-01-01,83,nvidia
2025-02-01,68,nvidia
2025-03-01,53,nvidia
2025-04-01,53,nvidia
2025-05-01,43,nvidia
2025-06-01,40,nvidia
2025-07-01,41,nvidia
2025-08-01,48,nvidia
2025-09-01,41,nvidia
2025-10-01,49,nvidia
2025-11-01,100,nvidia
2025-12-01,77,nvidia
2020-01-01,0,openai
2020-02-01,0,openai
2020-03-01,0,openai
2020-04-01,0,openai
2020-05-01,0,openai
2020-06-01,0,openai
2020-07-01,0,openai
2020-08-01,0,openai
2020-09-01,0,openai
2020-10-01,0,openai
2020-11-01,0,openai
2020-12-01,0,openai
2021-01-01,0,openai
2021-02-01,0,openai
2021-03-01,0,openai
2021-04-01,0,openai
2021-05-01,0,openai
2021-06-01,0,openai
2021-07-01,0,openai
2021-08-01,0,openai
2021-09-01,0,openai
2021-10-01,0,openai
2021-11-01,0,openai
2021-12-01,0,openai
2022-01-01,1,openai
2022-02-01,0,openai
2022-03-01,0,openai
2022-04-01,1,openai
2022-05-01,1,openai
2022-06-01,1,openai
2022-07-01,1,openai
2022-08-01,1,openai
2022-09-01,1,openai
2022-10-01,2,openai
2022-11-01,2,openai
2022-12-01,29,openai
2023-01-01,55,openai
2023-02-01,37,openai
2023-03-01,41,openai
2023-04-01,39,openai
2023-05-01,35,openai
2023-06-01,25,openai
2023-07-01,16,openai
2023-08-01,13,openai
2023-09-01,16,openai
2023-10-01,19,openai
2023-11-01,30,openai
2023-12-01,19,openai
2024-01-01,20,openai
2024-02-01,30,openai
2024-03-01,21,openai
2024-04-01,17,openai
2024-05-01,23,openai
2024-06-01,23,openai
2024-07-01,15,openai
2024-08-01,15,openai
2024-09-01,22,openai
2024-10-01,25,openai
2024-11-01,22,openai
2024-12-01,26,openai
2025-01-01,29,openai
2025-02-01,32,openai
2025-03-01,27,openai
2025-04-01,34,openai
2025-05-01,27,openai
2025-06-01,28,openai
2025-07-01,23,openai
2025-08-01,27,openai
2025-09-01,27,openai
2025-10-01,39,openai
2025-11-01,100,openai
2025-12-01,86,openai
2020-01-01,62,robot
2020-02-01,51,robot
2020-03-01,54,robot
2020-04-01,86,robot
2020-05-01,95,robot
2020-06-01,73,robot
2020-07-01,58,robot
2020-08-01,56,robot
2020-09-01,53,robot
2020-10-01,64,robot
2020-11-01,100,robot
2020-12-01,100,robot
2021-01-01,74,robot
2021-02-01,71,robot
2021-03-01,72,robot
2021-04-01,70,robot
2021-05-01,74,robot
2021-06-01,61,robot
2021-07-01,56,robot
2021-08-01,56,robot
2021-09-01,58,robot
2021-10-01,60,robot
2021-11-01,87,robot
2021-12-01,78,robot
2022-01-01,72,robot
2022-02-01,59,robot
2022-03-01,64,robot
2022-04-01,66,robot
2022-05-01,71,robot
2022-06-01,60,robot
2022-07-01,54,robot
2022-08-01,53,robot
2022-09-01,49,robot
2022-10-01,63,robot
2022-11-01,77,robot
2022-12-01,66,robot
2023-01-01,60,robot
2023-02-01,53,robot
2023-03-01,58,robot
2023-04-01,74,robot
2023-05-01,81,robot
2023-06-01,62,robot
2023-07-01,56,robot
2023-08-01,53,robot
2023-09-01,49,robot
2023-10-01,52,robot
2023-11-01,72,robot
2023-12-01,71,robot
2024-01-01,57,robot
2024-02-01,55,robot
2024-03-01,61,robot
2024-04-01,66,robot
2024-05-01,70,robot
2024-06-01,63,robot
2024-07-01,63,robot
2024-08-01,57,robot
2024-09-01,56,robot
2024-10-01,83,robot
2024-11-01,87,robot
2024-12-01,73,robot
2025-01-01,64,robot
2025-02-01,62,robot
2025-03-01,69,robot
2025-04-01,86,robot
2025-05-01,89,robot
2025-06-01,75,robot
2025-07-01,67,robot
2025-08-01,64,robot
2025-09-01,60,robot
2025-10-01,64,robot
2025-11-01,100,robot
2025-12-01,80,robot
2020-01-01,94,réalité virtuelle
2020-02-01,100,réalité virtuelle
2020-03-01,64,réalité virtuelle
2020-04-01,58,réalité virtuelle
2020-05-01,59,réalité virtuelle
2020-06-01,51,réalité virtuelle
2020-07-01,53,réalité virtuelle
2020-08-01,61,réalité virtuelle
2020-09-01,61,réalité virtuelle
2020-10-01,62,réalité virtuelle
2020-11-01,64,réalité virtuelle
2020-12-01,71,réalité virtuelle
2021-01-01,50,réalité virtuelle
2021-02-01,48,réalité virtuelle
2021-03-01,45,réalité virtuelle
2021-04-01,45,réalité virtuelle
2021-05-01,42,réalité virtuelle
2021-06-01,47,réalité virtuelle
2021-07-01,53,réalité virtuelle
2021-08-01,53,réalité virtuelle
2021-09-01,51,réalité virtuelle
2021-10-01,69,réalité virtuelle
2021-11-01,80,réalité virtuelle
2021-12-01,85,réalité virtuelle
2022-01-01,78,réalité virtuelle
2022-02-01,85,réalité virtuelle
2022-03-01,80,réalité virtuelle
2022-04-01,74,réalité virtuelle
2022-05-01,63,réalité virtuelle
2022-06-01,62,réalité virtuelle
2022-07-01,54,réalité virtuelle
2022-08-01,54,réalité virtuelle
2022-09-01,59,réalité virtuelle
2022-10-01,73,réalité virtuelle
2022-11-01,93,réalité virtuelle
2022-12-01,92,réalité virtuelle
2023-01-01,75,réalité virtuelle
2023-02-01,76,réalité virtuelle
2023-03-01,68,réalité virtuelle
2023-04-01,66,réalité virtuelle
2023-05-01,59,réalité virtuelle
2023-06-01,53,réalité virtuelle
2023-07-01,53,réalité virtuelle
2023-08-01,50,réalité virtuelle
2023-09-01,49,réalité virtuelle
2023-10-01,69,réalité virtuelle
2023-11-01,72,réalité virtuelle
2023-12-01,87,réalité virtuelle
2024-01-01,61,réalité virtuelle
2024-02-01,80,réalité virtuelle
2024-03-01,68,réalité virtuelle
2024-04-01,64,réalité virtuelle
2024-05-01,53,réalité virtuelle
2024-06-01,49,réalité virtuelle
2024-07-01,49,réalité virtuelle
2024-08-01,50,réalité virtuelle
2024-09-01,51,réalité virtuelle
2024-10-01,72,réalité virtuelle
2024-11-01,76,réalité virtuelle
2024-12-01,82,réalité virtuelle
2025-01-01,59,réalité virtuelle
2025-02-01,80,réalité virtuelle
2025-03-01,57,réalité virtuelle
2025-04-01,59,réalité virtuelle
2025-05-01,45,réalité virtuelle
2025-06-01,39,réalité virtuelle
2025-07-01,41,réalité virtuelle
2025-08-01,48,réalité virtuelle
2025-09-01,47,réalité virtuelle
2025-10-01,59,réalité virtuelle
2025-11-01,67,réalité virtuelle
2025-12-01,70,réalité virtuelle
2020-01-01,68,serveur
2020-02-01,75,serveur
2020-03-01,97,serveur
2020-04-01,100,serveur
2020-05-01,91,serveur
2020-06-01,77,serveur
2020-07-01,72,serveur
2020-08-01,70,serveur
2020-09-01,68,serveur
2020-10-01,72,serveur
2020-11-01,77,serveur
2020-12-01,73,serveur
2021-01-01,73,serveur
2021-02-01,82,serveur
2021-03-01,81,serveur
2021-04-01,86,serveur
2021-05-01,71,serveur
2021-06-01,67,serveur
2021-07-01,69,serveur
2021-08-01,70,serveur
2021-09-01,67,serveur
2021-10-01,74,serveur
2021-11-01,69,serveur
2021-12-01,76,serveur
2022-01-01,89,serveur
2022-02-01,98,serveur
2022-03-01,91,serveur
2022-04-01,85,serveur
2022-05-01,79,serveur
2022-06-01,82,serveur
2022-07-01,75,serveur
2022-08-01,82,serveur
2022-09-01,73,serveur
2022-10-01,78,serveur
2022-11-01,78,serveur
2022-12-01,73,serveur
2023-01-01,81,serveur
2023-02-01,77,serveur
2023-03-01,78,serveur
2023-04-01,76,serveur
2023-05-01,68,serveur
2023-06-01,74,serveur
2023-07-01,70,serveur
2023-08-01,71,serveur
2023-09-01,70,serveur
2023-10-01,71,serveur
2023-11-01,72,serveur
2023-12-01,74,serveur
2024-01-01,76,serveur
2024-02-01,82,serveur
2024-03-01,79,serveur
2024-04-01,74,serveur
2024-05-01,71,serveur
2024-06-01,71,serveur
2024-07-01,71,serveur
2024-08-01,67,serveur
2024-09-01,70,serveur
2024-10-01,77,serveur
2024-11-01,68,serveur
2024-12-01,79,serveur
2025-01-01,79,serveur
2025-02-01,92,serveur
2025-03-01,73,serveur
2025-04-01,71,serveur
2025-05-01,73,serveur
2025-06-01,70,serveur
2025-07-01,67,serveur
2025-08-01,70,serveur
2025-09-01,67,serveur
2025-10-01,74,serveur
2025-11-01,75,serveur
2025-12-01,71,serveur
